children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,purpose_short
0,-877.6474187514337,50,secondary education,1,married,0,M,partner,1,81863.1143896799,going to university,education
0,-9854.773564031651,45,secondary education,1,married,0,F,employee,0,104614.11552672985,buying a second-hand car,car
0,-1382.864823354735,47,secondary education,1,married,0,M,employee,1,143042.6143061349,purchase of my own house,house
0,-1303.9577949784834,28,secondary education,1,married,0,F,employee,0,86117.27068691894,construction of own property,property
1,-710.680916165844,44,secondary education,1,married,0,F,employee,0,153439.59682458098,property renovation,property
0,-1006.2400540838852,35,secondary education,1,married,0,M,partner,0,160483.24249017154,to get asupplementary education,education
-1,-4417.703587995504,46,secondary education,1,civil partnership,1,F,employee,0,102816.34641219962,profile education,education
0,-3675.617929176691,56,secondary education,1,married,0,F,employee,0,133383.55014196248,property,property
0,360701.1265676916,65,secondary education,1,married,0,F,retiree,0,169009.30755037052,property,property
4,-2220.384764836021,36,masters degree,0,civil partnership,1,F,employee,0,335024.67260219104,wedding ceremony,wedding
0,-884.5458974260507,27,secondary education,1,civil partnership,1,F,partner,0,112633.04114621964,buying a second-hand car,car
0,-741.1272798825229,43,MASTERS DEGREE,0,married,0,F,employee,0,203323.3699341789,buying property for renting out,property
0,-471.7627961551879,45,secondary education,1,married,0,F,employee,1,143383.36617576444,building a property,property
1,-1082.79895063531,44,secondary education,1,married,0,F,partner,0,111147.24916081678,second-hand car purchase,car
0,-1433.3817756275732,28,masters degree,0,married,0,F,employee,0,235583.3316346708,transactions with the residential real estate,estate
1,-359.1939748533992,33,SECONDARY EDUCATION,1,civil partnership,1,M,employee,0,223001.62399356245,having a wedding,wedding
0,-848.5856662408221,53,SECONDARY EDUCATION,1,married,0,M,employee,1,174396.10218061123,building a property,property
2,-259.73715538018814,49,primary education,3,civil partnership,1,F,employee,0,194077.33155139207,buy commercial real estate,estate
2,-1684.7284630848926,25,secondary education,1,unmarried,4,F,civil servant,0,63048.05403875315,supplementary education,education
0,367142.9473589339,66,secondary education,1,married,0,F,retiree,0,92974.01277941283,transactions with the residential real estate,estate
2,-7381.422128841863,36,secondary education,1,divorced,3,F,employee,1,45033.203066728005,property,property
0,-801.5095055216783,61,secondary education,1,married,0,F,partner,0,138248.76246547073,building a real estate,estate
0,-223.3644276045744,22,secondary education,1,unmarried,4,F,civil servant,0,127677.94739927349,transactions with the residential real estate,estate
0,-916.3237369758148,28,masters degree,0,married,0,M,civil servant,0,261111.21312961425,property renovation,property
0,385603.0411203265,63,secondary education,1,widow / widower,2,F,retiree,0,102001.2556603538,property,property
0,-7813.942226451337,49,secondary education,1,married,0,M,partner,0,156281.95513843393,buy residential real estate,estate
0,354218.71627235174,44,Secondary Education,1,married,0,F,retiree,0,47457.979961153935,going to university,education
1,,33,secondary education,1,civil partnership,1,M,employee,1,,buying property for renting out,property
0,-519.3467721350727,35,secondary education,1,married,0,M,partner,1,325440.9009907523,supplementary education,education
2,-672.7917694809772,39,secondary education,1,married,0,M,employee,0,111385.4898506854,buy real estate,estate
0,390154.5998523776,61,secondary education,1,married,0,F,retiree,0,145978.21268379653,education,education
0,-740.7219313585773,34,secondary education,1,unmarried,4,M,civil servant,0,202125.19129180023,purchase of the house for my family,house
0,,21,masters degree,0,unmarried,4,M,employee,0,,purchase of a car,car
0,-3236.795575343229,35,masters degree,0,married,0,M,partner,0,310574.4572374661,to own a car,car
0,-5484.416234752971,55,masters degree,0,married,0,F,employee,0,423422.7914922828,building a real estate,estate
0,,63,secondary education,1,widow / widower,2,F,employee,0,,buying a second-hand car,car
1,,34,masters degree,0,civil partnership,1,M,partner,0,,having a wedding,wedding
0,,56,SECONDARY EDUCATION,1,civil partnership,1,F,retiree,1,,to have a wedding,wedding
0,-1419.816090396125,64,secondary education,1,married,0,M,partner,0,227706.3660079421,buying property for renting out,property
0,-7694.8498315674515,42,masters degree,0,married,0,M,civil servant,0,320700.9275363467,transactions with the residential real estate,estate
0,-2277.897532336699,29,secondary education,1,married,0,M,employee,0,156680.59657490408,buy residential real estate,estate
0,352404.9451844672,55,secondary education,1,divorced,3,F,retiree,0,92673.66876004131,buy real estate,estate
0,-2940.06141418675,27,primary education,3,married,0,M,employee,0,147989.22869483082,buy commercial real estate,estate
0,,69,secondary education,1,widow / widower,2,F,employee,0,,car purchase,car
0,-1020.512525516756,50,secondary education,1,married,0,F,partner,0,249539.05665414827,buy residential real estate,estate
1,-1444.250749887419,42,Secondary Education,1,unmarried,4,F,partner,0,175328.6051631963,purchase of the house,house
0,-222.2813085847704,43,secondary education,1,widow / widower,2,F,employee,0,148790.08148269294,to own a car,car
0,-2568.192779556794,28,masters degree,0,married,0,F,employee,0,290515.3710247979,university education,education
0,-1193.595714015692,57,secondary education,1,married,0,M,partner,0,230292.1282504548,buying a second-hand car,car
1,-4025.889116498281,32,secondary education,1,unmarried,4,F,employee,0,220815.288761388,to own a car,car
1,-342.2498820950371,26,SECONDARY EDUCATION,1,married,0,F,employee,1,239515.0266404945,real estate transactions,estate
0,-3707.557542835148,43,masters degree,0,married,0,M,employee,0,417051.79454682575,building a property,property
1,-4271.528215497427,48,SECONDARY EDUCATION,1,married,0,F,partner,0,131643.61314548302,cars,car
0,-1447.7650588443744,30,masters degree,0,divorced,3,F,employee,1,353864.02781779494,transactions with the residential real estate,estate
1,-1561.61312692834,32,secondary education,1,married,0,F,employee,0,79756.83352309026,second-hand car purchase,car
1,-291.45755399722907,46,secondary education,1,married,0,F,employee,0,54797.08868616194,buy commercial real estate,estate
2,-211.3321064357295,33,secondary education,1,unmarried,4,F,employee,0,98522.59378474717,purchase of a car,car
0,-1821.341911016643,37,secondary education,1,married,0,F,employee,0,156434.44561371615,purchase of a car,car
0,-1139.7442160211767,53,secondary education,1,civil partnership,1,M,employee,0,193318.87733137328,purchase of the house,house
0,-351.6338642849568,36,masters degree,0,unmarried,4,F,employee,0,138691.16992843582,transactions with the residential real estate,estate
0,-1459.4034228906326,65,secondary education,1,widow / widower,2,F,employee,0,107906.1656292128,getting an education,education
0,-2344.182990243104,27,secondary education,1,married,0,M,employee,0,162146.54211420132,going to university,education
0,-1290.6190053614364,28,masters degree,0,civil partnership,1,M,employee,0,235311.0217302372,buy residential real estate,estate
0,362344.2977697068,69,secondary education,1,married,0,M,retiree,0,169474.89427719545,housing transactions,house
0,-1183.7913987019874,57,secondary education,1,civil partnership,1,M,employee,0,114726.95049959054,having a wedding,wedding
0,395899.3519995793,64,secondary education,1,widow / widower,2,F,retiree,0,149716.01503262224,purchase of the house for my family,house
1,-6799.624714399357,42,secondary education,1,married,0,F,civil servant,0,290780.73591910175,buy commercial real estate,estate
3,-2949.422637238689,35,secondary education,1,married,0,M,partner,0,192528.94750962604,car,car
2,-1017.1789354666404,38,secondary education,1,married,0,F,employee,0,157624.7968577733,construction of own property,property
1,-3157.923499244517,30,secondary education,1,civil partnership,1,M,partner,0,343587.9294452257,buy residential real estate,estate
1,-5317.759753714574,58,SECONDARY EDUCATION,1,married,0,M,partner,0,382561.85148092185,car purchase,car
0,-2623.5186831484025,54,masters degree,0,married,0,F,employee,0,278797.47897550225,building a real estate,estate
0,-455.6602391427302,54,secondary education,1,civil partnership,1,M,employee,0,143005.27110421914,wedding ceremony,wedding
0,-860.1763676597028,26,secondary education,1,unmarried,4,M,employee,0,265758.6075381056,housing,house
0,-133.8767214784542,44,masters degree,0,civil partnership,1,F,partner,0,149071.52668285678,buying property for renting out,property
0,,27,secondary education,1,married,0,M,partner,0,,buying property for renting out,property
0,,59,secondary education,1,widow / widower,2,F,retiree,0,,housing,house
1,-1090.0447593963395,36,masters degree,0,married,0,F,employee,0,284610.04785587447,buying property for renting out,property
2,-2098.6432252243694,37,secondary education,1,married,0,F,employee,0,203187.5133271268,getting higher education,education
0,,57,secondary education,1,civil partnership,1,F,partner,0,,going to university,education
2,-1372.5861144155338,36,masters degree,0,married,0,M,partner,0,553624.2304621994,buy residential real estate,estate
0,-2808.633986434691,41,masters degree,0,civil partnership,1,M,partner,0,308790.2140846475,wedding ceremony,wedding
0,-683.2745023565002,57,Secondary Education,1,widow / widower,2,F,employee,0,74253.4337366202,buying a second-hand car,car
1,-61.5184565937786,31,secondary education,1,unmarried,4,F,employee,0,64085.93598170251,property,property
2,-623.6179247237885,36,Masters Degree,0,married,0,M,partner,0,360163.4857330849,real estate transactions,estate
2,-3814.26649980285,30,secondary education,1,married,0,F,employee,0,116323.70901894972,car,car
1,-1572.4008289960425,38,bachelor degree,2,married,0,M,employee,0,331495.3921612848,property,property
0,-1093.0090245007823,29,masters degree,0,married,0,M,employee,0,256487.9456597789,getting an education,education
1,-3957.878085909921,37,masters degree,0,married,0,F,civil servant,0,437471.42916665954,buy real estate,estate
0,-1177.9676477283056,46,secondary education,1,married,0,F,partner,0,230272.9227836673,car purchase,car
0,-2491.6665796238817,33,Secondary Education,1,civil partnership,1,F,employee,1,63511.02868227579,buying a second-hand car,car
0,,23,Bachelor Degree,2,unmarried,4,M,employee,0,,getting higher education,education
0,-8898.362065741221,49,secondary education,1,married,0,F,civil servant,0,84119.59787986169,housing,house
0,-554.9948299066504,28,masters degree,0,civil partnership,1,F,partner,0,180437.35783465143,property renovation,property
0,-7115.984665942408,50,secondary education,1,married,0,F,employee,1,506773.98575342726,housing,house
2,-5763.183198564363,33,secondary education,1,civil partnership,1,F,civil servant,0,171057.9516597415,having a wedding,wedding
0,-5966.901673188349,44,masters degree,0,married,0,M,employee,0,171859.92665370496,purchase of the house,house
0,-837.6106694337192,55,secondary education,1,married,0,M,employee,0,147863.34401324607,second-hand car purchase,car
0,,55,masters degree,0,civil partnership,1,F,partner,0,,to have a wedding,wedding
0,-583.4827583985601,27,secondary education,1,married,0,F,employee,0,57212.83959875874,property,property
0,374222.14798251103,51,secondary education,1,married,0,M,retiree,0,115194.16110751651,getting an education,education
0,-2093.262818718529,42,secondary education,1,married,0,M,employee,0,136525.03105567026,purchase of the house,house
0,-2362.925092561481,45,masters degree,0,married,0,F,partner,0,189366.9593244791,housing transactions,house
0,361917.9163888008,49,masters degree,0,unmarried,4,F,retiree,0,290193.79570215713,cars,car
1,,31,SECONDARY EDUCATION,1,divorced,3,M,civil servant,0,,supplementary education,education
1,-1426.833501532623,35,secondary education,1,civil partnership,1,F,employee,0,331595.2438178919,buy real estate,estate
1,-2220.710993043466,41,secondary education,1,divorced,3,F,employee,0,217333.17511756247,getting an education,education
0,-1017.6355061778976,46,secondary education,1,divorced,3,M,employee,0,86175.99488270962,university education,education
0,371373.74616835976,54,secondary education,1,divorced,3,F,retiree,0,113978.15252228123,purchase of my own house,house
0,-2777.659207511929,30,secondary education,1,married,0,M,employee,0,121759.96301156636,buy commercial real estate,estate
